No.,Time,Absolute_Time,Source,Destination,Protocol,Length,Info
2692,36.96509,2024-08-15 00:09:36.965,10.8.15.133,23.220.103.18,TCP,54,49754  >  443 [ACK] Seq=5082 Ack=339274 Win=64240 Len=0
2693,36.965341,2024-08-15 00:09:36.965,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=339274 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2694]
2694,36.965343,2024-08-15 00:09:36.965,23.220.103.18,10.8.15.133,TLSv1.3,1514,"Application Data, Application Data"
2695,36.965344,2024-08-15 00:09:36.965,23.220.103.18,10.8.15.133,TCP,1226,"443  >  49754 [PSH, ACK] Seq=342194 Ack=5082 Win=64240 Len=1172 [TCP PDU reassembled in 2712]"
2696,36.965513,2024-08-15 00:09:36.965,10.8.15.133,23.220.103.18,TCP,54,49754  >  443 [ACK] Seq=5082 Ack=343366 Win=64240 Len=0
2697,36.966039,2024-08-15 00:09:36.966,23.220.103.18,10.8.15.133,TCP,1418,"443  >  49754 [PSH, ACK] Seq=343366 Ack=5082 Win=64240 Len=1364 [TCP PDU reassembled in 2712]"
2698,36.966067,2024-08-15 00:09:36.966,23.220.103.18,10.8.15.133,TLSv1.3,577,"Application Data, Application Data"
2699,36.966138,2024-08-15 00:09:36.966,10.8.15.133,23.220.103.18,TCP,54,49754  >  443 [ACK] Seq=5082 Ack=344730 Win=62876 Len=0
2700,36.972391,2024-08-15 00:09:36.972,10.8.15.133,239.255.255.250,SSDP,217,M-SEARCH * HTTP/1.1 
2701,36.972669,2024-08-15 00:09:36.972,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=344730 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2712]
2702,36.972672,2024-08-15 00:09:36.972,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=346190 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2712]
2703,36.972673,2024-08-15 00:09:36.972,23.220.103.18,10.8.15.133,TCP,1226,"443  >  49754 [PSH, ACK] Seq=347650 Ack=5082 Win=64240 Len=1172 [TCP PDU reassembled in 2712]"
2704,36.972877,2024-08-15 00:09:36.972,10.8.15.133,23.220.103.18,TCP,54,49754  >  443 [ACK] Seq=5082 Ack=348822 Win=64240 Len=0
2705,36.973068,2024-08-15 00:09:36.973,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=348822 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2712]
2706,36.97307,2024-08-15 00:09:36.973,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=350282 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2712]
2707,36.973072,2024-08-15 00:09:36.973,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=351742 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2712]
2708,36.973073,2024-08-15 00:09:36.973,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=353202 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2712]
2709,36.973077,2024-08-15 00:09:36.973,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=354662 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2712]
2710,36.973079,2024-08-15 00:09:36.973,23.220.103.18,10.8.15.133,TCP,938,"443  >  49754 [PSH, ACK] Seq=356122 Ack=5082 Win=64240 Len=884 [TCP PDU reassembled in 2712]"
2711,36.973404,2024-08-15 00:09:36.973,10.8.15.133,23.220.103.18,TCP,54,49754  >  443 [ACK] Seq=5082 Ack=357006 Win=64240 Len=0
2712,36.974367,2024-08-15 00:09:36.974,23.220.103.18,10.8.15.133,TLSv1.3,1514,"Application Data, Application Data"
2713,36.97437,2024-08-15 00:09:36.974,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=358466 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2728]
2714,36.974371,2024-08-15 00:09:36.974,23.220.103.18,10.8.15.133,TCP,1226,"443  >  49754 [PSH, ACK] Seq=359926 Ack=5082 Win=64240 Len=1172 [TCP PDU reassembled in 2728]"
2715,36.974554,2024-08-15 00:09:36.974,23.220.103.18,10.8.15.133,TCP,1418,"443  >  49754 [PSH, ACK] Seq=361098 Ack=5082 Win=64240 Len=1364 [TCP PDU reassembled in 2728]"
2716,36.974584,2024-08-15 00:09:36.974,10.8.15.133,23.220.103.18,TCP,54,49754  >  443 [ACK] Seq=5082 Ack=361098 Win=64240 Len=0
2717,36.975377,2024-08-15 00:09:36.975,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=362462 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2728]
2718,36.975379,2024-08-15 00:09:36.975,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=363922 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2728]
2719,36.975382,2024-08-15 00:09:36.975,23.220.103.18,10.8.15.133,TCP,1226,"443  >  49754 [PSH, ACK] Seq=365382 Ack=5082 Win=64240 Len=1172 [TCP PDU reassembled in 2728]"
2720,36.975511,2024-08-15 00:09:36.975,10.8.15.133,23.220.103.18,TCP,54,49754  >  443 [ACK] Seq=5082 Ack=366554 Win=64240 Len=0
2721,36.975601,2024-08-15 00:09:36.975,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=366554 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2728]
2722,36.975603,2024-08-15 00:09:36.975,23.220.103.18,10.8.15.133,TCP,1322,"443  >  49754 [PSH, ACK] Seq=368014 Ack=5082 Win=64240 Len=1268 [TCP PDU reassembled in 2728]"
2723,36.97573,2024-08-15 00:09:36.975,10.8.15.133,23.220.103.18,TCP,54,49754  >  443 [ACK] Seq=5082 Ack=369282 Win=64240 Len=0
2724,36.976386,2024-08-15 00:09:36.976,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=369282 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2728]
2725,36.976387,2024-08-15 00:09:36.976,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=370742 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2728]
2726,36.976389,2024-08-15 00:09:36.976,23.220.103.18,10.8.15.133,TCP,1226,"443  >  49754 [PSH, ACK] Seq=372202 Ack=5082 Win=64240 Len=1172 [TCP PDU reassembled in 2728]"
2727,36.976549,2024-08-15 00:09:36.976,10.8.15.133,23.220.103.18,TCP,54,49754  >  443 [ACK] Seq=5082 Ack=373374 Win=64240 Len=0
2728,36.976567,2024-08-15 00:09:36.976,23.220.103.18,10.8.15.133,TLSv1.3,1418,"Application Data, Application Data"
2729,36.976618,2024-08-15 00:09:36.976,10.8.15.133,23.220.103.18,TCP,54,49754  >  443 [ACK] Seq=5082 Ack=374738 Win=62876 Len=0
2730,36.977512,2024-08-15 00:09:36.977,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=374738 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2746]
2731,36.977531,2024-08-15 00:09:36.977,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=376198 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2746]
2732,36.977531,2024-08-15 00:09:36.977,23.220.103.18,10.8.15.133,TCP,1226,"443  >  49754 [PSH, ACK] Seq=377658 Ack=5082 Win=64240 Len=1172 [TCP PDU reassembled in 2746]"
2733,36.977668,2024-08-15 00:09:36.977,10.8.15.133,23.220.103.18,TCP,54,49754  >  443 [ACK] Seq=5082 Ack=378830 Win=64240 Len=0
2734,36.978014,2024-08-15 00:09:36.978,23.220.103.18,10.8.15.133,TCP,1418,"443  >  49754 [PSH, ACK] Seq=378830 Ack=5082 Win=64240 Len=1364 [TCP PDU reassembled in 2746]"
2735,36.978097,2024-08-15 00:09:36.978,10.8.15.133,23.220.103.18,TCP,54,49754  >  443 [ACK] Seq=5082 Ack=380194 Win=62876 Len=0
2736,36.978636,2024-08-15 00:09:36.978,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=380194 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2746]
2737,36.978638,2024-08-15 00:09:36.978,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=381654 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2746]
2738,36.97864,2024-08-15 00:09:36.978,23.220.103.18,10.8.15.133,TCP,1226,"443  >  49754 [PSH, ACK] Seq=383114 Ack=5082 Win=64240 Len=1172 [TCP PDU reassembled in 2746]"
2739,36.978792,2024-08-15 00:09:36.978,10.8.15.133,23.220.103.18,TCP,54,49754  >  443 [ACK] Seq=5082 Ack=384286 Win=64240 Len=0
2740,36.979442,2024-08-15 00:09:36.979,23.220.103.18,10.8.15.133,TCP,1418,"443  >  49754 [PSH, ACK] Seq=384286 Ack=5082 Win=64240 Len=1364 [TCP PDU reassembled in 2746]"
2741,36.979538,2024-08-15 00:09:36.979,10.8.15.133,23.220.103.18,TCP,54,49754  >  443 [ACK] Seq=5082 Ack=385650 Win=62876 Len=0
2742,36.98044,2024-08-15 00:09:36.980,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=385650 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2746]
2743,36.980447,2024-08-15 00:09:36.980,23.220.103.18,10.8.15.133,TCP,1322,"443  >  49754 [PSH, ACK] Seq=387110 Ack=5082 Win=64240 Len=1268 [TCP PDU reassembled in 2746]"
2744,36.980594,2024-08-15 00:09:36.980,10.8.15.133,23.220.103.18,TCP,54,49754  >  443 [ACK] Seq=5082 Ack=388378 Win=64240 Len=0
2745,36.98154,2024-08-15 00:09:36.981,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=388378 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2746]
2746,36.981541,2024-08-15 00:09:36.981,23.220.103.18,10.8.15.133,TLSv1.3,1322,"Application Data, Application Data"
2747,36.981688,2024-08-15 00:09:36.981,10.8.15.133,23.220.103.18,TCP,54,49754  >  443 [ACK] Seq=5082 Ack=391106 Win=64240 Len=0
2748,36.982608,2024-08-15 00:09:36.982,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=391106 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2763]
2749,36.98261,2024-08-15 00:09:36.982,23.220.103.18,10.8.15.133,TCP,1322,"443  >  49754 [PSH, ACK] Seq=392566 Ack=5082 Win=64240 Len=1268 [TCP PDU reassembled in 2763]"
2750,36.982812,2024-08-15 00:09:36.982,10.8.15.133,23.220.103.18,TCP,54,49754  >  443 [ACK] Seq=5082 Ack=393834 Win=64240 Len=0
2751,36.983551,2024-08-15 00:09:36.983,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=393834 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2763]
2752,36.983573,2024-08-15 00:09:36.983,23.220.103.18,10.8.15.133,TCP,1322,"443  >  49754 [PSH, ACK] Seq=395294 Ack=5082 Win=64240 Len=1268 [TCP PDU reassembled in 2763]"
2753,36.983776,2024-08-15 00:09:36.983,10.8.15.133,23.220.103.18,TCP,54,49754  >  443 [ACK] Seq=5082 Ack=396562 Win=64240 Len=0
2754,36.984666,2024-08-15 00:09:36.984,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=396562 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2763]
2755,36.984689,2024-08-15 00:09:36.984,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=398022 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2763]
2756,36.98469,2024-08-15 00:09:36.984,23.220.103.18,10.8.15.133,TCP,1226,"443  >  49754 [PSH, ACK] Seq=399482 Ack=5082 Win=64240 Len=1172 [TCP PDU reassembled in 2763]"
2757,36.984951,2024-08-15 00:09:36.984,10.8.15.133,23.220.103.18,TCP,54,49754  >  443 [ACK] Seq=5082 Ack=400654 Win=64240 Len=0
2758,36.985826,2024-08-15 00:09:36.985,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=400654 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2763]
2759,36.985829,2024-08-15 00:09:36.985,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=402114 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2763]
2760,36.985852,2024-08-15 00:09:36.985,23.220.103.18,10.8.15.133,TCP,1226,"443  >  49754 [PSH, ACK] Seq=403574 Ack=5082 Win=64240 Len=1172 [TCP PDU reassembled in 2763]"
2761,36.986069,2024-08-15 00:09:36.986,10.8.15.133,23.220.103.18,TCP,54,49754  >  443 [ACK] Seq=5082 Ack=404746 Win=64240 Len=0
2762,36.986629,2024-08-15 00:09:36.986,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=404746 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2763]
2763,36.986631,2024-08-15 00:09:36.986,23.220.103.18,10.8.15.133,TLSv1.3,1322,"Application Data, Application Data"
2764,36.98676,2024-08-15 00:09:36.986,10.8.15.133,23.220.103.18,TCP,54,49754  >  443 [ACK] Seq=5082 Ack=407474 Win=64240 Len=0
2765,36.987675,2024-08-15 00:09:36.987,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=407474 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2780]
2766,36.987677,2024-08-15 00:09:36.987,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=408934 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2780]
2767,36.987678,2024-08-15 00:09:36.987,23.220.103.18,10.8.15.133,TCP,1226,"443  >  49754 [PSH, ACK] Seq=410394 Ack=5082 Win=64240 Len=1172 [TCP PDU reassembled in 2780]"
2768,36.987792,2024-08-15 00:09:36.987,10.8.15.133,23.220.103.18,TCP,54,49754  >  443 [ACK] Seq=5082 Ack=411566 Win=64240 Len=0
2769,36.988702,2024-08-15 00:09:36.988,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=411566 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2780]
2770,36.988704,2024-08-15 00:09:36.988,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=413026 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2780]
2771,36.988705,2024-08-15 00:09:36.988,23.220.103.18,10.8.15.133,TCP,1226,"443  >  49754 [PSH, ACK] Seq=414486 Ack=5082 Win=64240 Len=1172 [TCP PDU reassembled in 2780]"
2772,36.988889,2024-08-15 00:09:36.988,10.8.15.133,23.220.103.18,TCP,54,49754  >  443 [ACK] Seq=5082 Ack=415658 Win=64240 Len=0
2773,36.989655,2024-08-15 00:09:36.989,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=415658 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2780]
2774,36.989657,2024-08-15 00:09:36.989,23.220.103.18,10.8.15.133,TCP,1322,"443  >  49754 [PSH, ACK] Seq=417118 Ack=5082 Win=64240 Len=1268 [TCP PDU reassembled in 2780]"
2775,36.989742,2024-08-15 00:09:36.989,10.8.15.133,23.220.103.18,TCP,54,49754  >  443 [ACK] Seq=5082 Ack=418386 Win=64240 Len=0
2776,36.990825,2024-08-15 00:09:36.990,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=418386 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2780]
2777,36.990831,2024-08-15 00:09:36.990,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=419846 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2780]
2778,36.990834,2024-08-15 00:09:36.990,23.220.103.18,10.8.15.133,TCP,1226,"443  >  49754 [PSH, ACK] Seq=421306 Ack=5082 Win=64240 Len=1172 [TCP PDU reassembled in 2780]"
2779,36.990978,2024-08-15 00:09:36.990,10.8.15.133,23.220.103.18,TCP,54,49754  >  443 [ACK] Seq=5082 Ack=422478 Win=64240 Len=0
2780,36.991855,2024-08-15 00:09:36.991,23.220.103.18,10.8.15.133,TLSv1.3,1514,"Application Data, Application Data"
2781,36.991857,2024-08-15 00:09:36.991,23.220.103.18,10.8.15.133,TCP,1322,"443  >  49754 [PSH, ACK] Seq=423938 Ack=5082 Win=64240 Len=1268 [TCP PDU reassembled in 2796]"
2782,36.991952,2024-08-15 00:09:36.991,10.8.15.133,23.220.103.18,TCP,54,49754  >  443 [ACK] Seq=5082 Ack=425206 Win=64240 Len=0
2783,36.99294,2024-08-15 00:09:36.992,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=425206 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2796]
2784,36.992941,2024-08-15 00:09:36.992,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=426666 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2796]
2785,36.992945,2024-08-15 00:09:36.992,23.220.103.18,10.8.15.133,TCP,1226,"443  >  49754 [PSH, ACK] Seq=428126 Ack=5082 Win=64240 Len=1172 [TCP PDU reassembled in 2796]"
2786,36.993052,2024-08-15 00:09:36.993,10.8.15.133,23.220.103.18,TCP,54,49754  >  443 [ACK] Seq=5082 Ack=429298 Win=64240 Len=0
2787,36.993113,2024-08-15 00:09:36.993,23.220.103.18,10.8.15.133,TCP,1418,"443  >  49754 [PSH, ACK] Seq=429298 Ack=5082 Win=64240 Len=1364 [TCP PDU reassembled in 2796]"
2788,36.993947,2024-08-15 00:09:36.993,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=430662 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2796]
2789,36.993949,2024-08-15 00:09:36.993,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=432122 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2796]
2790,36.993949,2024-08-15 00:09:36.993,23.220.103.18,10.8.15.133,TCP,1226,"443  >  49754 [PSH, ACK] Seq=433582 Ack=5082 Win=64240 Len=1172 [TCP PDU reassembled in 2796]"
2791,36.994058,2024-08-15 00:09:36.994,10.8.15.133,23.220.103.18,TCP,54,49754  >  443 [ACK] Seq=5082 Ack=434754 Win=64240 Len=0
2792,36.995031,2024-08-15 00:09:36.995,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=434754 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2796]
2793,36.995037,2024-08-15 00:09:36.995,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=436214 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2796]
2794,36.995039,2024-08-15 00:09:36.995,23.220.103.18,10.8.15.133,TCP,1226,"443  >  49754 [PSH, ACK] Seq=437674 Ack=5082 Win=64240 Len=1172 [TCP PDU reassembled in 2796]"
2795,36.995156,2024-08-15 00:09:36.995,10.8.15.133,23.220.103.18,TCP,54,49754  >  443 [ACK] Seq=5082 Ack=438846 Win=64240 Len=0
2796,36.995382,2024-08-15 00:09:36.995,23.220.103.18,10.8.15.133,TLSv1.3,1418,"Application Data, Application Data"
2797,36.995455,2024-08-15 00:09:36.995,10.8.15.133,23.220.103.18,TCP,54,49754  >  443 [ACK] Seq=5082 Ack=440210 Win=62876 Len=0
2798,36.996048,2024-08-15 00:09:36.996,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=440210 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2812]
2799,36.996053,2024-08-15 00:09:36.996,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=441670 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2812]
2800,36.996054,2024-08-15 00:09:36.996,23.220.103.18,10.8.15.133,TCP,1226,"443  >  49754 [PSH, ACK] Seq=443130 Ack=5082 Win=64240 Len=1172 [TCP PDU reassembled in 2812]"
2801,36.996235,2024-08-15 00:09:36.996,10.8.15.133,23.220.103.18,TCP,54,49754  >  443 [ACK] Seq=5082 Ack=444302 Win=64240 Len=0
2802,36.997167,2024-08-15 00:09:36.997,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=444302 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2812]
2803,36.997172,2024-08-15 00:09:36.997,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=445762 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2812]
2804,36.997195,2024-08-15 00:09:36.997,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=447222 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2812]
2805,36.997196,2024-08-15 00:09:36.997,23.220.103.18,10.8.15.133,TCP,1130,"443  >  49754 [PSH, ACK] Seq=448682 Ack=5082 Win=64240 Len=1076 [TCP PDU reassembled in 2812]"
2806,36.997469,2024-08-15 00:09:36.997,10.8.15.133,23.220.103.18,TCP,54,49754  >  443 [ACK] Seq=5082 Ack=449758 Win=64240 Len=0
2807,36.998066,2024-08-15 00:09:36.998,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=449758 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2812]
2808,36.998068,2024-08-15 00:09:36.998,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=451218 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2812]
2809,36.998069,2024-08-15 00:09:36.998,23.220.103.18,10.8.15.133,TCP,1226,"443  >  49754 [PSH, ACK] Seq=452678 Ack=5082 Win=64240 Len=1172 [TCP PDU reassembled in 2812]"
2810,36.998176,2024-08-15 00:09:36.998,10.8.15.133,23.220.103.18,TCP,54,49754  >  443 [ACK] Seq=5082 Ack=453850 Win=64240 Len=0
2811,36.999222,2024-08-15 00:09:36.999,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=453850 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2812]
2812,36.999228,2024-08-15 00:09:36.999,23.220.103.18,10.8.15.133,TLSv1.3,1514,"Application Data, Application Data"
2813,36.999231,2024-08-15 00:09:36.999,23.220.103.18,10.8.15.133,TCP,1226,"443  >  49754 [PSH, ACK] Seq=456770 Ack=5082 Win=64240 Len=1172 [TCP PDU reassembled in 2829]"
2814,36.999411,2024-08-15 00:09:36.999,23.220.103.18,10.8.15.133,TCP,1418,"443  >  49754 [PSH, ACK] Seq=457942 Ack=5082 Win=64240 Len=1364 [TCP PDU reassembled in 2829]"
2815,36.999438,2024-08-15 00:09:36.999,10.8.15.133,23.220.103.18,TCP,54,49754  >  443 [ACK] Seq=5082 Ack=457942 Win=64240 Len=0
2816,36.999592,2024-08-15 00:09:36.999,10.8.15.133,23.220.103.18,TCP,54,49754  >  443 [ACK] Seq=5082 Ack=459306 Win=62876 Len=0
2817,37.000247,2024-08-15 00:09:37.000,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=459306 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2829]
2818,37.000253,2024-08-15 00:09:37.000,23.220.103.18,10.8.15.133,TCP,1322,"443  >  49754 [PSH, ACK] Seq=460766 Ack=5082 Win=64240 Len=1268 [TCP PDU reassembled in 2829]"
2819,37.000418,2024-08-15 00:09:37.000,10.8.15.133,23.220.103.18,TCP,54,49754  >  443 [ACK] Seq=5082 Ack=462034 Win=64240 Len=0
2820,37.001578,2024-08-15 00:09:37.001,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=462034 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2829]
2821,37.001582,2024-08-15 00:09:37.001,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=463494 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2829]
2822,37.001583,2024-08-15 00:09:37.001,23.220.103.18,10.8.15.133,TCP,1226,"443  >  49754 [PSH, ACK] Seq=464954 Ack=5082 Win=64240 Len=1172 [TCP PDU reassembled in 2829]"
2823,37.001769,2024-08-15 00:09:37.001,10.8.15.133,23.220.103.18,TCP,54,49754  >  443 [ACK] Seq=5082 Ack=466126 Win=64240 Len=0
2824,37.003228,2024-08-15 00:09:37.003,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=466126 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2829]
2825,37.003229,2024-08-15 00:09:37.003,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=467586 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2829]
2826,37.00323,2024-08-15 00:09:37.003,23.220.103.18,10.8.15.133,TCP,1226,"443  >  49754 [PSH, ACK] Seq=469046 Ack=5082 Win=64240 Len=1172 [TCP PDU reassembled in 2829]"
2827,37.003343,2024-08-15 00:09:37.003,10.8.15.133,23.220.103.18,TCP,54,49754  >  443 [ACK] Seq=5082 Ack=470218 Win=64240 Len=0
2828,37.003914,2024-08-15 00:09:37.003,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=470218 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2829]
2829,37.003916,2024-08-15 00:09:37.003,23.220.103.18,10.8.15.133,TLSv1.3,1514,"Application Data, Application Data"
2830,37.003916,2024-08-15 00:09:37.003,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=473138 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2843]
2831,37.00392,2024-08-15 00:09:37.003,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=474598 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2843]
2832,37.003921,2024-08-15 00:09:37.003,23.220.103.18,10.8.15.133,TCP,1034,"443  >  49754 [PSH, ACK] Seq=476058 Ack=5082 Win=64240 Len=980 [TCP PDU reassembled in 2843]"
2833,37.004112,2024-08-15 00:09:37.004,10.8.15.133,23.220.103.18,TCP,54,49754  >  443 [ACK] Seq=5082 Ack=477038 Win=64240 Len=0
2834,37.004777,2024-08-15 00:09:37.004,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=477038 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2843]
2835,37.004779,2024-08-15 00:09:37.004,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=478498 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2843]
2836,37.00478,2024-08-15 00:09:37.004,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=479958 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2843]
2837,37.004781,2024-08-15 00:09:37.004,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=481418 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2843]
2838,37.004782,2024-08-15 00:09:37.004,23.220.103.18,10.8.15.133,TCP,1514,443  >  49754 [ACK] Seq=482878 Ack=5082 Win=64240 Len=1460 [TCP PDU reassembled in 2843]
